bill_number,chamber,status,success,motion_text,vote_location,vote_date,vote_result,vote_threshold,yes_count,no_count,other_count,total_votes,vote_threshold_num,vote_margin
SB 763,Senate,"Chaptered by Secretary of State. Chapter 426, Statutes of 2025.",Signed,"Do pass, but first be re-referred to the Committee on [Public Safety]",Senate,2025-04-08T07:00:00+00:00,pass,1/2,11,2,0,13.0,21.0,-10.0
SB 763,Senate,"Chaptered by Secretary of State. Chapter 426, Statutes of 2025.",Signed,"Do pass, but first be re-referred to the Committee on [Appropriations]",Senate,2025-04-29T07:00:00+00:00,pass,1/2,5,1,0,6.0,21.0,-16.0
SB 763,Senate,"Chaptered by Secretary of State. Chapter 426, Statutes of 2025.",Signed,Placed on suspense file,Senate,2025-05-12T07:00:00+00:00,pass,1/2,7,0,0,7.0,21.0,-14.0
SB 763,Senate,"Chaptered by Secretary of State. Chapter 426, Statutes of 2025.",Signed,Do pass as amended,Senate,2025-05-23T07:00:00+00:00,pass,1/2,5,1,1,7.0,21.0,-16.0
SB 763,Senate,"Chaptered by Secretary of State. Chapter 426, Statutes of 2025.",Signed,3rd Reading,Senate,2025-06-04T07:00:00+00:00,pass,1/2,29,10,1,40.0,21.0,8.0
SB 763,Senate,"Chaptered by Secretary of State. Chapter 426, Statutes of 2025.",Signed,Do pass and be re-referred to the Committee on [Public Safety],Assembly,2025-07-01T07:00:00+00:00,pass,1/2,8,3,1,12.0,41.0,-33.0
SB 763,Senate,"Chaptered by Secretary of State. Chapter 426, Statutes of 2025.",Signed,Do pass and be re-referred to the Committee on [Appropriations],Assembly,2025-07-15T07:00:00+00:00,pass,1/2,7,2,0,9.0,41.0,-34.0
SB 763,Senate,"Chaptered by Secretary of State. Chapter 426, Statutes of 2025.",Signed,Do pass as amended.,Assembly,2025-08-29T07:00:00+00:00,pass,1/2,10,4,1,15.0,41.0,-31.0
SB 763,Senate,"Chaptered by Secretary of State. Chapter 426, Statutes of 2025.",Signed,SB 763 Hurtado Senate Third Reading By Kalra,Assembly,2025-09-13T00:08:43+00:00,pass,1/2,53,20,7,80.0,41.0,12.0
SB 763,Senate,"Chaptered by Secretary of State. Chapter 426, Statutes of 2025.",Signed,Unfinished Business SB763 Hurtado Concurrence,Senate,2025-09-13T07:00:00+00:00,pass,1/2,29,8,3,40.0,21.0,8.0
SB 813,Senate,May 23 hearing: Held in committee and under submission.,Failed,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",Senate,2025-04-29T07:00:00+00:00,pass,1/2,10,0,3,13.0,21.0,-11.0
SB 813,Senate,May 23 hearing: Held in committee and under submission.,Failed,Placed on suspense file,Senate,2025-05-12T07:00:00+00:00,pass,1/2,7,0,0,7.0,21.0,-14.0
SB 833,Senate,August 29 hearing postponed by committee.,Failed,"Do pass, but first be re-referred to the Committee on [Appropriations]",Senate,2025-04-22T07:00:00+00:00,pass,1/2,12,0,3,15.0,21.0,-9.0
SB 833,Senate,August 29 hearing postponed by committee.,Failed,Placed on suspense file,Senate,2025-05-05T07:00:00+00:00,pass,1/2,7,0,0,7.0,21.0,-14.0
SB 833,Senate,August 29 hearing postponed by committee.,Failed,Do pass,Senate,2025-05-23T07:00:00+00:00,pass,1/2,6,0,1,7.0,21.0,-15.0
SB 833,Senate,August 29 hearing postponed by committee.,Failed,3rd Reading,Senate,2025-06-03T07:00:00+00:00,pass,1/2,37,0,3,40.0,21.0,16.0
SB 833,Senate,August 29 hearing postponed by committee.,Failed,Do pass as amended and be re-referred to the Committee on [Appropriations],Assembly,2025-07-16T07:00:00+00:00,pass,1/2,15,0,0,15.0,41.0,-26.0
SB 857,Senate,"Chaptered by Secretary of State. Chapter 241, Statutes of 2025.",Signed,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",Senate,2025-04-29T07:00:00+00:00,pass,1/2,6,0,0,6.0,21.0,-15.0
SB 857,Senate,"Chaptered by Secretary of State. Chapter 241, Statutes of 2025.",Signed,Consent Calendar 2nd SB857 PUB. S.,Senate,2025-05-15T07:00:00+00:00,pass,1/2,34,0,6,40.0,21.0,13.0
SB 857,Senate,"Chaptered by Secretary of State. Chapter 241, Statutes of 2025.",Signed,Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar,Assembly,2025-07-15T07:00:00+00:00,pass,1/2,9,0,0,9.0,41.0,-32.0
SB 857,Senate,"Chaptered by Secretary of State. Chapter 241, Statutes of 2025.",Signed,Do pass. To Consent Calendar.,Assembly,2025-08-20T07:00:00+00:00,pass,1/2,15,0,0,15.0,41.0,-26.0
SB 857,Senate,"Chaptered by Secretary of State. Chapter 241, Statutes of 2025.",Signed,SB 857 Public Safety Consent Calendar Second Day,Assembly,2025-08-28T18:43:11+00:00,pass,1/2,74,0,5,79.0,41.0,33.0
SB 857,Senate,"Chaptered by Secretary of State. Chapter 241, Statutes of 2025.",Signed,Special Consent SB857 PUB. S.,Senate,2025-09-11T07:00:00+00:00,pass,1/2,40,0,0,40.0,21.0,19.0
